Unnamed: 0;Map;Team;InternalTeamId;MatchId;RoundId;RoundWinner;MatchWinner;Survived;AbnormalMatch;TimeAlive;TravelledDistance;RLethalGrenadesThrown;RNonLethalGrenadesThrown;PrimaryAssaultRifle;PrimarySniperRifle;PrimaryHeavy;PrimarySMG;PrimaryPistol;FirstKillTime;RoundKills;RoundAssists;RoundHeadshots;RoundFlankKills;RoundStartingEquipmentValue;TeamStartingEquipmentValue;MatchKills;MatchFlankKills;MatchAssists;MatchHeadshots
600;de_inferno;Terrorist;1;4;1;False;True;False;False;8.520041499284083;1.0083140737457001;0;4;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;750;4400;0;0;0;0
601;de_inferno;Terrorist;1;4;1;False;True;False;False;0.7247770920443616;6.09608831846884;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;800;4400;0;0;0;0
602;de_inferno;Terrorist;1;4;1;False;True;False;False;0.6225783078424233;0.564225238358275;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;1000;4400;0;0;0;0
603;de_inferno;Terrorist;1;4;1;False;True;False;False;0.7946476894069117;0.896347331322997;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;850;4400;0;0;0;0
604;de_inferno;Terrorist;1;4;1;False;True;True;False;0.8853751815045516;1.08656497343931;1;1;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;1000;4400;0;0;0;0
605;de_inferno;CounterTerrorist;2;4;1;True;False;True;False;0.8853751815045516;0.0889485801774066;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;850;3750;0;0;0;0
606;de_inferno;CounterTerrorist;2;4;1;True;False;True;False;0.8853751815045516;0.808961756929599;0;2;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;400;3750;0;0;0;0
607;de_inferno;CounterTerrorist;2;4;1;True;False;True;False;0.8853751815045516;0.688587920813974;0;0;0.0;0.0;0.0;0.0;1;0.0;0;1;0;0;800;3750;0;0;1;0
608;de_inferno;CounterTerrorist;2;4;1;True;False;True;False;0.8853751815045516;0.8772206210917239;0;0;0.0;0.0;0.0;0.0;1;373.547;3;0;1;1;850;3750;3;1;0;1
609;de_inferno;CounterTerrorist;2;4;1;True;False;True;False;0.8853751815045516;0.784918042864193;0;0;0.0;0.0;0.0;0.0;1;5.112.025;2;0;2;0;850;3750;2;0;0;2
610;de_inferno;Terrorist;1;4;2;True;True;True;False;0.8812038025575333;0.0916978879935048;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;300;1300;0;0;0;0
611;de_inferno;Terrorist;1;4;2;True;True;False;False;0.8123760499317384;0.707174955248945;0;1;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;200;1300;0;0;0;0
612;de_inferno;Terrorist;1;4;2;True;True;False;False;0.6861918367844467;0.701991643122019;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;300;1300;0;0;0;0
613;de_inferno;Terrorist;1;4;2;True;True;False;False;0.5537505552166267;0.0569836702516348;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;300;1300;0;0;0;0
614;de_inferno;Terrorist;1;4;2;True;True;False;False;0.7310341604648883;0.70919535176252;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;200;1300;0;0;0;0
615;de_inferno;CounterTerrorist;2;4;2;False;False;True;False;0.8812038025575333;0.657350017319306;0;0;1.0;0.0;0.0;0.0;0;332.250.328;3;0;2;0;4300;19950;3;0;0;2
616;de_inferno;CounterTerrorist;2;4;2;False;False;True;False;0.8812038025575333;0.86237580784065;0;0;1.0;0.0;0.0;0.0;0;0.0;0;1;0;0;3850;19950;0;0;1;0
617;de_inferno;CounterTerrorist;2;4;2;False;False;True;False;0.8812038025575333;6.33350014977293;1;0;0.0;0.0;0.0;1.0;0;4.117.151;1;0;1;0;3550;19950;1;0;1;1
618;de_inferno;CounterTerrorist;2;4;2;False;False;True;False;0.8812038025575333;0.538965197033448;0;0;1.0;0.0;0.0;0.0;0;4.386.205;1;0;0;0;4500;19950;4;1;0;1
